full name,description / bio,followers_count,following_count,statuses_count,created_at,profile_image_url,banner_url,username,external_url,location,verified,protected,language,scraped_at,poi_name,twitter_status,source,error
Khamenei.ir,"News, messages & statements from Imam Sayyid Ali Khamenei, Iran's Supreme Leader--- BN: @KhameneiBangla l AZ: @az_Khamenei l FA: @Khamenei_fa l AR: @ar_Khamenei",2055439.0,26.0,13205.0,2009-03-31 21:25:18+00:00,https://pbs.twimg.com/profile_images/1302228092354736129/wnYxXfpl_normal.jpg,,khamenei_ir,http://khamenei.ir,Islamic Republic of Iran,False,,Catalan,2025-11-08T12:57:22+00:00,Mohsen Fakhrizadeh,active,snscrape,
,,,,,,,,university,,,,,<NA>,2025-11-08T12:57:25+00:00,Mohsen Izadi,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
Mohsen Namjoo | محسن نامجو,Official X account of Iranian Singer/Songwriter Mohsen Namjoo حساب ایکس رسمی محسن نامجو,37956.0,23.0,414.0,2010-05-12 22:37:36+00:00,https://pbs.twimg.com/profile_images/1719886819041447937/0yevRA0L_normal.jpg,,OfficialMNamjoo,http://www.mohsennamjoo.com,New York,False,,English,2025-11-08T12:57:28+00:00,Mohsen Namjoo,active,snscrape,
Mona Borzouei,Lyricist,82351.0,789.0,32868.0,2015-06-30 23:48:47+00:00,https://pbs.twimg.com/profile_images/1787448818503479296/2ruhVAQW_normal.jpg,,monaborzouei,,"Tehran,Iran",False,,Catalan,2025-11-08T12:57:28+00:00,Mona Borzouei,active,snscrape,
"Morteza Mahmoudi, PhD",Assoc Prof @michiganstateu | CoFounder @AcademicParity & @TargetsTip | Form Asst Prof @harvard | OPNs are my own,1742.0,524.0,2242.0,2013-10-29 04:34:44+00:00,https://pbs.twimg.com/profile_images/1935152376547049472/ABbQSm67_normal.jpg,,MoriMahmoudi,https://www.linkedin.com/in/morteza-mahmoudi-8b76636a,Michigan,False,,English,2025-11-08T12:57:29+00:00,Morteza Mahmoudi,active,snscrape,
اتاق خبر منوتو,WhatsApp/Telegram: +44 7590 899 999 #گزارشگرمنوتو,1314457.0,25.0,193192.0,2011-11-12 13:34:45+00:00,https://pbs.twimg.com/profile_images/1462775861992689672/hrg33h66_normal.jpg,,ManotoNews,https://www.youtube.com/channel/UCnUdm0u-2FRffBnxQYHuTHA/join,London,False,,English,2025-11-08T12:57:29+00:00,Mostafa Faghihi,active,snscrape,
Nader Habibi,,1018.0,195.0,499.0,2012-10-06 15:43:59+00:00,https://pbs.twimg.com/profile_images/1869506021699530752/oLoz9A7C_normal.jpg,,NaderHabibi2,,,False,,<NA>,2025-11-08T12:57:29+00:00,Nader Habibi,active,snscrape,
,,,,,,,,NasimAmiralian,,,,,<NA>,2025-11-08T12:57:33+00:00,Nasim Amiralian,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
Nasser Paydar,Assistant Secretary for Postsecondary Education at the U.S. Department of Education. Mechanical Engineer. Husband & father.,4193.0,2187.0,4943.0,2009-01-09 15:56:23+00:00,https://pbs.twimg.com/profile_images/1201599021237899265/RwxVw98Z_normal.jpg,,paydar,https://www2.ed.gov/about/offices/list/ope/index.html,"Washington, DC",False,,English,2025-11-08T12:57:36+00:00,Nasser Paydar,active,snscrape,
Alireza Soleimanpour,,13.0,0.0,4.0,2017-06-23 00:15:17+00:00,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,soleimanpour,,,False,,<NA>,2025-11-08T12:57:37+00:00,Nassim Soleimanpour,active,snscrape,
nazanin,"Analista política y traductora de persa y dari. Libros: ""No es la religión estúpido"" ""Irán la revolución constante"" ""Islam sin velo"" ""Kurdistán, el país ...""",11111.0,271.0,30192.0,2016-04-14 22:41:30+00:00,https://pbs.twimg.com/profile_images/1945489062304817154/dFPcsZEv_normal.jpg,,nazaninarmanian,http://www.nazanin.es,"Barcelona, Valencia, Madrid",False,,Spanish,2025-11-08T12:57:37+00:00,Nazanin Armanian,active,snscrape,
,,,,,,,,maroofian,,,,,<NA>,2025-11-08T12:57:41+00:00,Nazila Maroufian,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
Nazli Tabatabai-Khatambakhsh BSc. MLitt MA SFHEA,"Libretto PGR, Prof. of Dramatic Writing, Assoc. Artist @guildhallschool | Assoc. Dir. @ArtsSanctuary | Assoc. Artist @Oxford_Drama | Governance @ISPA_global",2154.0,4641.0,13383.0,2008-02-27 15:51:51+00:00,https://pbs.twimg.com/profile_images/1859152886090825729/nWQNDruf_normal.jpg,,Nazli_Tabatabai,,"London, United Kingdom",False,,English,2025-11-08T12:57:44+00:00,Nazli Tabatabai-Khatambakhsh,active,snscrape,
Negin Shiraghaei,Founder Azadi Network; Ex BBC; Campaigner; پادکست کوتنا,106170.0,1308.0,9085.0,2009-06-16 21:50:56+00:00,https://pbs.twimg.com/profile_images/1362127928432156672/yolcbRud_normal.jpg,,neginsh,https://azadi.network,London,False,,English,2025-11-08T12:57:44+00:00,Negin Shiraghaei,active,snscrape,
ISSUES,,197155.0,3.0,2882.0,2012-06-05 00:04:24+00:00,https://pbs.twimg.com/profile_images/1724787675503513600/PgXScu9l_normal.jpg,,issues,https://downrightmerch.com/collections/issues,"Atlanta, GA",False,,<NA>,2025-11-08T12:57:44+00:00,Niloufar Talebi,active,snscrape,
masoud.aghaie,,0.0,93.0,20.0,2007-03-28 11:48:26+00:00,https://pbs.twimg.com/profile_images/18613462/0.101168372762_normal.gif,,masoud,,,False,True,<NA>,2025-11-08T12:57:45+00:00,Nima Sarvestani,active,snscrape,
Nouriel Roubini,"NYU Prof; Time100, FT, FP, Forbes, Coindesk Top Mind Awards. New book Megathreats: littlebrown.com/titles/nouriel…",583089.0,864.0,25746.0,2009-01-20 07:48:32+00:00,https://pbs.twimg.com/profile_images/1126472830873370624/33dNeSjC_normal.jpg,,Nouriel,http://nourielroubini.com,"New York, USA",False,,English,2025-11-08T12:57:45+00:00,Nouriel Roubini,active,snscrape,
,,,,,,,,OmidFarokhzad,,,,,<NA>,2025-11-08T12:57:48+00:00,Omid Cameron Farokhzad,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
Pardis Sabeti,Professor @harvard @HarvardChanSPH @broadinstitute using genomics to  impact infectious disease. Views are my own. @sabeti_lab  @1000daysband,19741.0,372.0,1666.0,2013-05-11 16:38:50+00:00,https://pbs.twimg.com/profile_images/703452383402020864/J8ywmGGs_normal.jpg,,PardisSabeti,http://sabetilab.org,"Cambridge, USA",False,,English,2025-11-08T12:57:51+00:00,Pardis Sabeti,active,snscrape,
Parsa Pirouzfar,"facebook.com/parsapirouzfar…
instagram.com/parsapirou",10221.0,36.0,145.0,2010-01-11 01:42:54+00:00,https://pbs.twimg.com/profile_images/575139454232330242/BpYVUvr0_normal.jpeg,,parsapirouzfar,http://www.parsapirouzfar.com,Los Angeles,False,,Portuguese,2025-11-08T12:57:51+00:00,Parsa Pirouzfar,active,snscrape,
Payman Maadi,"Director, Actor, Screenwriter",5238.0,86.0,10.0,2016-06-20 19:25:39+00:00,https://pbs.twimg.com/profile_images/770222333160284161/fGq5iU99_normal.jpg,,paymanmaadi,http://paymanmaadi.com,Islamic Republic of Iran,False,,English,2025-11-08T12:57:51+00:00,Payman Maadi,active,snscrape,
Ｐｅｒｓｉｓ,"اسلام و حکومت اسلامی جز فقر و فلاکت و فساد برای این مرز و بوم نیاورد... 

پاینده ایران، جاويد شاه 💚🤍❤️",306.0,457.0,7634.0,2020-05-12 09:19:37+00:00,https://pbs.twimg.com/profile_images/1882381575679025152/KLPvZ45I_normal.jpg,,persismk,,IRAN,False,True,Persian (Farsi),2025-11-08T12:57:51+00:00,Persis Karim,active,snscrape,
پیروز حناچی,"‏استاد  دانشکده معماری
 پردیس هنر های زیبا
 دانشگاه تهران",30313.0,20.0,349.0,2018-11-13 10:13:38+00:00,https://pbs.twimg.com/profile_images/1439678914759208977/MGbsPjiY_normal.jpg,,pirouzhanachi,http://tehran.ir,Islamic Republic of Iran,False,,Persian (Farsi),2025-11-08T12:57:52+00:00,Pirouz Hanachi,active,snscrape,
,,,,,,,,site,,,,,<NA>,2025-11-08T12:57:55+00:00,Poopak NikTalab,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
porochista khakpour she/her پوروچیستا خاکپور,i wrote 5 books since 2007 & a ton of articles since the late 90s but mostly just an iranian muslim dog lady who bakes a lot,23911.0,9854.0,156598.0,2010-05-22 21:08:25+00:00,https://pbs.twimg.com/profile_images/1960087706915975169/LeuuqrtQ_normal.jpg,,PKhakpour,https://porochistakhakpour.com,"New York, NY",False,,English,2025-11-08T12:57:58+00:00,Porochista Khakpour,active,snscrape,
Pouria Zeraati,Journalist روزنامه‌نگار,943064.0,240.0,18675.0,2013-05-06 17:40:54+00:00,https://pbs.twimg.com/profile_images/1890160105087221760/dwRpiFo2_normal.jpg,,pouriazeraati,,"Tel Aviv, Israel",False,,Persian (Farsi),2025-11-08T12:57:58+00:00,Pouria Zeraati,active,snscrape,
rambod javan,بازیگر/مجری/کارگردان,2693.0,0.0,65.0,2016-08-20 19:58:42+00:00,https://pbs.twimg.com/profile_images/1051899691418443777/JJCD_kJT_normal.jpg,,rambodjavan1,http://instagram.com/rambodjavan1,,False,,Persian (Farsi),2025-11-08T12:57:58+00:00,Rambod Javan,active,snscrape,
Ramin Jahanbegloo,"Philosopher. Director Mahatma Gandhi Centre for Peace, Vice Dean Law School Jindal Global University, Non-violence, Islam, India, Iran.",1962.0,176.0,55.0,2012-04-05 22:00:36+00:00,https://pbs.twimg.com/profile_images/2045644209/_MG_7312_normal.jpg,,RJahanbegloo,http://jahanbegloo.com,,False,,English,2025-11-08T12:57:58+00:00,Ramin Jahanbegloo,active,snscrape,
Ramita Navai,Book: CITY OF LIES (Political Book Award) / Latest doc: GAZA: DOCTORS UNDER ATTACK @Channel4 & @zeteo_news / Podcast: THE LINE OF FIRE (Apple top 10),14772.0,1400.0,7224.0,2011-02-24 17:45:45+00:00,https://pbs.twimg.com/profile_images/1962265874942844928/qWmbYQr7_normal.jpg,,ramitanavai,http://hyperurl.co/TheLineOfFire,Here and there. ,False,,English,2025-11-08T12:57:58+00:00,Ramita Navai,active,snscrape,
ًًً🐉🐉🐉🐉🐉🐉🐉🐉,"100 IQ (◕ᴗ◕✿) 
SMILE-CRACKER
不管黑猫白猫
IG: @thanks_nature_cafe_",100.0,397.0,1292.0,2015-05-28 15:52:10+00:00,https://pbs.twimg.com/profile_images/1842762477542449152/VrdKT2pG_normal.png,,rezaaslan,,مقديشو,False,,English,2025-11-08T12:57:59+00:00,Reza Aslan,active,snscrape,
REZA,"Artist,photographer, visual storyteller ,philanthropist",34416.0,3898.0,3539.0,2009-05-01 08:12:38+00:00,https://pbs.twimg.com/profile_images/1664512045/Photo_by_Mark_Thiessen_National_Geographic_normal.jpg,,REZAphotography,http://www.rezaphoto.org,Paris,False,,English,2025-11-08T12:57:59+00:00,Reza Deghati,active,snscrape,
Reza Dormishian,Director & Producer & Screenwriter,4083.0,0.0,408.0,2017-02-14 09:10:40+00:00,https://pbs.twimg.com/profile_images/1574017345194004482/HLHljubl_normal.jpg,,RezaDormishian,,,False,,English,2025-11-08T12:57:59+00:00,Reza Dormishian,active,snscrape,
رضا حقيقت‌نژاد,‌می‌نوشت…                                       دژکرد۱۳۵۶/برلین۱۴۰۱,338505.0,714.0,4136.0,2012-07-06 06:37:53+00:00,https://pbs.twimg.com/profile_images/1464704975007891459/iJIy4hBN_normal.jpg,,rezahn56,http://radiofarda.com,"Prague, Czech Republic",False,,Persian (Farsi),2025-11-08T12:57:59+00:00,Reza Haghighatnejad,active,snscrape,
,,,,,,,,journal,,,,,<NA>,2025-11-08T12:58:03+00:00,Reza Negarestani,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
Reza Pahlavi,زن زندگی آزادی مرد میهن آبادی @PahlaviComms,1686671.0,67.0,4535.0,2009-05-06 10:52:38+00:00,https://pbs.twimg.com/profile_images/1213223562598850560/ZThdbU1H_normal.jpg,,PahlaviReza,http://t.me/OfficialRezaPahlavi,,False,,Persian (Farsi),2025-11-08T12:58:06+00:00,"Reza Pahlavi, Crown Prince of Iran",active,snscrape,
Reza Rohani Official,,249.0,64.0,13.0,2011-02-15 03:33:49+00:00,https://pbs.twimg.com/profile_images/647035538072031232/6rTbcOfT_normal.jpg,,rezjazz,,,False,,<NA>,2025-11-08T12:58:06+00:00,Reza Rohani,active,snscrape,
Reza Sadeghi,Singer & Songwriter,9087.0,68.0,364.0,2012-10-18 21:29:49+00:00,https://pbs.twimg.com/profile_images/1162854440686313474/90jwOg2O_normal.jpg,,Rezasadeghireal,https://www.RezaSadeghi.com,"Tehrān, IR",False,,German,2025-11-08T12:58:06+00:00,Reza Sadeghi,active,snscrape,
Reza Zia-Ebrahimi       رضا ضیاء ابراهیمی,Historian of Islamophobia and antisemitism at @KingsCollegeLondon. Woke. Citizen of nowhere. Traitor to the Aryan race. Islamo-gauchiste. ✊🏽🇵🇸 فلسطین.,2504.0,429.0,1275.0,2016-04-07 20:14:25+00:00,https://pbs.twimg.com/profile_images/1049686827819524107/G-H7Ym99_normal.jpg,,RezaZiaEbrahimi,http://www.kcl.ac.uk/artshums/depts/history/people/staff/Academic/ziaebrahimir/zia-ebrahimir.aspx,London,False,,English,2025-11-08T12:58:06+00:00,Reza Zia-Ebrahimi,active,snscrape,
روح الله جمعه ای,فعال سیاسی و رسانه ای ؛  دکترای جامعه شناسی سیاسی، ارشد روانشناسی,2742.0,285.0,2672.0,2014-12-01 06:11:30+00:00,https://pbs.twimg.com/profile_images/1429910435214540803/fpsRB3Ep_normal.jpg,,roohallahj,https://www.instagram.com/roohallahjomei93,Islamic Republic of Iran,False,,Persian (Farsi),2025-11-08T12:58:06+00:00,Roohallah Jomei,active,snscrape,
Roozbeh Azar,"Roozbeh Azar is an Iranian solo guitarist in flamenco and fusion guitarist.
📊Instagram
instagram.com/roozbehazaroff…
📊Google 
👉🏻 g.co/kgs/Rr7UeU",182.0,682.0,51.0,2021-01-07 16:35:57+00:00,https://pbs.twimg.com/profile_images/1347220859057037315/ehe-ScE9_normal.jpg,,roozbeh_azar,http://en.wikipedia.org/wiki/Roozbeh_Azar," Mashhad, Iran",False,,English,2025-11-08T12:58:07+00:00,Roozbeh Azar,active,snscrape,
Catherine Manso,Journalist 👩🏼‍💻 Globetrotter 🌎 Shower Singer 🚿,135.0,141.0,761.0,2011-11-05 21:01:00+00:00,https://pbs.twimg.com/profile_images/1253496800532590592/F4WABfrO_normal.jpg,,CathyManso,http://www.cathymanso.com,"New York, USA",False,,German,2025-11-08T12:58:07+00:00,Rouhollah Zamzameh,active,snscrape,
Roxana Moslehi (رکسانا مصلحی),"Scientist, Educator, Thinker and Dreamer.",2076.0,64.0,1532.0,2016-10-27 11:55:14+00:00,https://pbs.twimg.com/profile_images/1466027424823619592/OBMhms0L_normal.jpg,,Genomicien,,,False,,English,2025-11-08T12:58:07+00:00,Roxana Moslehi,active,snscrape,
Roya Hakakian,Proud refugee/Wandering Jew/Persian poet/Writer/Eric Blair fan/Latest Book: A Beginner's Guide to America/Senior Fellow @AmericanPurpose @SNFAgoraJHU/member@CFR,23054.0,397.0,7664.0,2011-10-08 14:23:14+00:00,https://pbs.twimg.com/profile_images/1897828003825975296/XuJdWYSX_normal.jpg,,RoyaTheWriter,http://www.royahakakian.com,,False,,English,2025-11-08T12:58:07+00:00,Roya Hakakian,active,snscrape,
IBA's Human Rights Institute,The International Bar Association’s Human Rights Institute works to promote and protect human rights & the independence of the legal profession worldwide,10094.0,545.0,6137.0,2009-07-09 11:02:51+00:00,https://pbs.twimg.com/profile_images/850019752630255618/G3zXNxE9_normal.jpg,,IBAHRI,http://www.ibanet.org/IBAHRI.aspx,London,False,,English,2025-11-08T12:58:07+00:00,Ruhollah Zam,active,snscrape,
Sabrina Ghayour-Lynn,"Chef, TV Presenter, Author of 6 bestselling Middle Eastern cookery books | writes @olivemagazine @Yorkshire_Life | Agent martine@saucemanagement.com",36698.0,751.0,195024.0,2011-02-02 22:55:44+00:00,https://pbs.twimg.com/profile_images/1552405507524247558/jNUBAgkd_normal.jpg,,SabrinaGhayour,https://linktr.ee/SabrinaGhayour,Yorkshire + London,False,,English,2025-11-08T12:58:08+00:00,Sabrina Ghayour,active,snscrape,
,,,,,,,,SaeedKD,,,,,<NA>,2025-11-08T12:58:12+00:00,Saeed Kamali Dehghan,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
سعید محمد,"عضو هیات علمی دانشگاه، 
Ph.D Civil Eng. Road & Transportation and Furnished with an A degree certificate by IPMA",46030.0,6.0,183.0,2021-08-07 06:24:28+00:00,https://pbs.twimg.com/profile_images/1873415175858003968/YTqzosqA_normal.jpg,,saeid_mohammad_,http://S-mohammad.ir/fa,,False,,English,2025-11-08T12:58:14+00:00,Saeed Mohammad,active,snscrape,
Saghi Ghahraman,ساقی قهرمان‌بودنْ زندان نیست، بیابان است,1576.0,496.0,12290.0,2016-10-08 19:22:36+00:00,https://pbs.twimg.com/profile_images/1725533740594515968/H7How25D_normal.jpg,,saghi_ghahraman,http://saghi-ghahraman.org,"Toronto, Canada",False,,Persian (Farsi),2025-11-08T12:58:15+00:00,Saghi Ghahraman,active,snscrape,
Sahar Zand,Freelance Correspondent | News & Doc | @CBSNews @Skynews @BBC @Channel4 @ITV @VICE @TedTalks | Agents @WME |📍London | British-Iranian | Views are my own,4722.0,623.0,1760.0,2015-01-24 17:00:37+00:00,https://pbs.twimg.com/profile_images/1890784998220828672/sw1u2WSh_normal.jpg,,SaharZand,http://www.saharzand.com,"London, England",False,,English,2025-11-08T12:58:15+00:00,Sahar Zand,active,snscrape,
Sami Beigi,Samir Beigi Team | Official Links instagram.com/samibeigis --/--/-- soundcloud.com/samibeigi,16725.0,7.0,154.0,2009-04-24 09:41:28+00:00,https://pbs.twimg.com/profile_images/673760280652877824/l8gyReh5_normal.jpg,,SamiBeigi,http://facebook.com/samibeigi,Tehran/Stockholm/Toronto/LA,False,,English,2025-11-08T12:58:15+00:00,Sami Beigi,active,snscrape,
,,,,,,,,CiaoSamin,,,,,<NA>,2025-11-08T12:58:19+00:00,Samin Nosrat,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
SEVDALIZA,HEROINA. OUT NOW ffm.to/sevdaliza.otw,32194.0,118.0,662.0,2019-12-18 19:41:17+00:00,https://pbs.twimg.com/profile_images/1980558040282648577/UnMbElys_normal.jpg,,SEVDALIZA,https://ffm.to/sevdaliza.otw,,False,,Slovenian,2025-11-08T12:58:22+00:00,Sevdaliza,active,snscrape,
,,,,,,,,cache,,,,,<NA>,2025-11-08T12:58:25+00:00,Seyyed Hossein Nasr,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
NEWS,"NEWS - Menschen, die bewegen. Meinungen, die prägen. Informationen und Hintergründe zu den Themen, über die Österreich spricht.",104867.0,1119.0,36831.0,2010-07-23 07:00:16+00:00,https://pbs.twimg.com/profile_images/768075575273611264/3IQo-8g3_normal.jpg,,NEWS,https://www.news.at/,Österreich/Austria,False,,German,2025-11-08T12:58:28+00:00,Shadi Amin,active,snscrape,
شهاب‌الدين طباطبايى,"Member of International Federation of Journalists
عضو شورای اطلاع‌رسانی دولت",11799.0,947.0,1007.0,2013-10-04 11:43:22+00:00,https://pbs.twimg.com/profile_images/1814416828451389440/FAX6ArB7_normal.jpg,,shahabedin76,,"Tehran, Iran",False,,English,2025-11-08T12:58:28+00:00,Shahabeddin Tabatabaei,active,snscrape,
Shahin Najafi 𓃬☼,Musician,712128.0,270.0,4765.0,2013-05-09 23:43:50+00:00,https://pbs.twimg.com/profile_images/1947146110608252928/OEZwwFEh_normal.jpg,,shahinnajafi80,https://linktr.ee/shahinnajafi,United States,False,,Spanish,2025-11-08T12:58:28+00:00,Shahin Najafi,active,snscrape,
shahrumkashani,Instagram.com/shahrumk facebook.com/shahrumk,169.0,67.0,292.0,2009-10-06 14:50:46+00:00,https://pbs.twimg.com/profile_images/378800000503772535/f9e58352c4a3c1569f38745dc8fd64f0_normal.jpeg,,shahrumkashani,http://shahrumkashani.com,Los Angeles/BUDROM/DUBAIE,False,,English,2025-11-08T12:58:28+00:00,Shahrum Kashani,active,snscrape,
Shaparak Khorsandi شاپرک خرسندی,"Stand-up comic, author and all round delight. Trustee @sohotheatre mgt: Curtis Brown Keynote/host info@speakingoffice.com tinyurl.com/comedymudders",214483.0,2564.0,40044.0,2009-05-29 11:26:46+00:00,https://pbs.twimg.com/profile_images/1636294965910204417/40clto1b_normal.jpg,,ShappiKhorsandi,http://www.shappi.co.uk,london,False,,English,2025-11-08T12:58:28+00:00,Shaparak Khorsandi,active,snscrape,
Shaya Goldoust,"""A window to my life"" #Transwoman 🏳️‍⚧️ Journalist & Producer & Host at 📻 @RRKPersian 🌈 & @iranwire 🏳️‍🌈",2420.0,45.0,123.0,2018-06-11 11:14:22+00:00,https://pbs.twimg.com/profile_images/1637985735092617216/m54VoUci_normal.jpg,,shayagoldoust,https://www.instagram.com/shayagoldoust,"Vancouver, British Columbia",False,,English,2025-11-08T12:58:29+00:00,Shaya Goldoust,active,snscrape,
Sheema Kalbasi شیما کلباسی,"Poet, Pushcart prize in poetry and PEN Award for Poetry in Translation nominee, Served in the Danish Defense, Worked for UNHCR and Center for Refugees",10929.0,772.0,19032.0,2009-06-17 01:22:58+00:00,https://pbs.twimg.com/profile_images/1743078457649610752/p9Z1j4jp_normal.jpg,,IranianWoman,http://instagram.com/kalbasisheema,United States,False,,English,2025-11-08T12:58:29+00:00,Sheema Kalbasi,active,snscrape,
Shervin Hajipour,Instagram / Shervinine,455986.0,74.0,1210.0,2018-07-09 07:43:58+00:00,https://pbs.twimg.com/profile_images/1257991871046971392/L5zcVzwd_normal.jpg,,HajipourShervin,https://open.spotify.com/artist/4O8DQCEBU9I1wQ274THitE?si=TsAwuFzVQLqKbf1cAr1kXg,,False,,English,2025-11-08T12:58:29+00:00,Shervin Hajipour,active,snscrape,
SAGES is in Tampa in 2026!,"Society American Gastrointestinal and Endoscopic Surgeons. Leading minimally invasive surgical society. Likes and RTs are amplification, not endorsement.",42781.0,2364.0,65517.0,2009-05-15 22:53:07+00:00,https://pbs.twimg.com/profile_images/476868144640700416/h-5lTHX4_normal.png,,SAGES_Updates,https://www.sages.org/,Everywhere,False,,English,2025-11-08T12:58:29+00:00,Shirin Towfigh,active,snscrape,
Siamak Ansari,سیامک انصاری، بازیگر سینما و تلویزیون,337049.0,45.0,1000.0,2014-12-28 10:56:46+00:00,https://pbs.twimg.com/profile_images/961684989753602048/OT2KKW82_normal.jpg,,siamakansarii,http://siamakansari.com,Tehran,False,,Persian (Farsi),2025-11-08T12:58:29+00:00,Siamak Ansari,active,snscrape,
Siavash Shams,"Famous Persian singer, human, father, husband: Not in that order. Facebook facebook.com/officialsiavash instagram.com/siavashshams",982.0,4.0,813.0,2009-05-30 04:36:48+00:00,https://pbs.twimg.com/profile_images/1826758194/Siavash_Mohtaj_Fire1_normal.jpg,,Siavashshams,http://www.siavash.com,Los Angeles,False,,English,2025-11-08T12:58:30+00:00,Siavash Shams,active,snscrape,
Sirvan Khosravi,Iranian Musician,46396.0,7.0,570.0,2012-02-22 10:39:56+00:00,https://pbs.twimg.com/profile_images/1312339863950307328/rEJVTzIC_normal.jpg,,sirvan_khosravi,https://t.me/SirvanKhosravi,Iran,False,,Indonesian,2025-11-08T12:58:30+00:00,Sirvan Khosravi,active,snscrape,
Sohrab Ahmari,"US editor, @UnHerd. 

Author of THE UNBROKEN THREAD and TYRANNY, INC., for @PenguinRandom

Writing my next book, on THE TRIUMPH OF NORMAL, for @HarperCollins",154798.0,1729.0,36526.0,2012-01-23 23:09:31+00:00,https://pbs.twimg.com/profile_images/1920561349379104768/1xzHcPpQ_normal.jpg,,SohrabAhmari,http://UnHerd.com,"New York, NY",False,,English,2025-11-08T12:58:30+00:00,Sohrab Ahmari,active,snscrape,
سلیمان پاک‌سرشت,معلم، پژوهشگر اجتماعی، رئیس اسبق سازمان آموزش فنی و حرفه‌ای کشور، نماینده سابق ایران در سازمان بین المللی کار (ILO),720.0,283.0,251.0,2017-11-23 09:24:50+00:00,https://pbs.twimg.com/profile_images/1875056361622380544/D2uzgkC5_normal.jpg,,S_Pakseresht,,ایران,False,,Persian (Farsi),2025-11-08T12:58:30+00:00,Soleiman Pakseresht,active,snscrape,
,,,,,,,,solmazdaryani,,,,,<NA>,2025-11-08T12:58:34+00:00,Solmaz Daryani,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
SorayaSarhaddiNelson,"Host of @cgberlinpodcast talk show ""Common Ground Berlin,"" former NPR international correspondent and budding author in Berlin.",7295.0,1199.0,5129.0,2011-01-27 09:42:20+00:00,https://pbs.twimg.com/profile_images/1574673097726349319/kkqYA4fB_normal.jpg,,sorayanelson,http://commongroundberlin.com,"Berlin, Germany",False,,English,2025-11-08T12:58:36+00:00,Soraya Sarhaddi Nelson,active,snscrape,
Taha Yasseri,Workday Full Prof & Chair of Technology & Society @tcddublin & @WeAreTUDublin. Director of the Centre for Sociology of Humans & Machines @SOHAM_Centre.,6751.0,461.0,3360.0,2009-07-17 06:25:31+00:00,https://pbs.twimg.com/profile_images/1947751707921854465/77FnpRBJ_normal.jpg,,TahaYasseri,https://tahayasseri.com/,Dublin,False,,English,2025-11-08T12:58:36+00:00,Taha Yasseri,active,snscrape,
Tara Aghdashloo,writer / filmmaker | t.a studios | a life of semiotics and semantics,10759.0,669.0,9736.0,2009-03-28 15:50:56+00:00,https://pbs.twimg.com/profile_images/1638962180111343616/VvZH-vu6_normal.jpg,,taraaghdashloo,http://www.taraaghdashloo.com/,"London, UK",False,,English,2025-11-08T12:58:37+00:00,Tara Aghdashloo,active,snscrape,
,,,,,,,,t_alidoosti,,,,,<NA>,2025-11-08T12:58:41+00:00,Taraneh Alidoosti,active,csv_status_only,scrape_failed: AttributeError('XUserScraper missing')
"Taraneh Javanbakht, PhD, DEA, MSc, MA","Scientist, Inventor, Philosopher, Artist, Writer, Poet, Translator, Literary Critic, Peer Reviewer, Editor, Human Rights Activist, Politician",989.0,0.0,2130.0,2012-06-03 16:28:24+00:00,https://pbs.twimg.com/profile_images/1845977494005936128/AwH3Y5wW_normal.jpg,,T_Javanbakht,https://www.javanbakht.net,Canada,False,,English,2025-11-08T12:58:43+00:00,Taraneh Javanbakht,active,snscrape,
V&A,The V&A is a family of museums dedicated to the power of creativity.,1288972.0,2144.0,27599.0,2009-01-09 17:28:48+00:00,https://pbs.twimg.com/profile_images/1699369248403963905/CWFLugLq_normal.jpg,,V_and_A,http://www.vam.ac.uk,"South Kensington, London",False,,English,2025-11-08T12:58:43+00:00,Tarlan Rafiee,active,snscrape,
The Iron Sheik,A TRIBUTE TO THE LEGEND OF THE EARTH. RIP TO THE LEGEND. PAYING HOMAGE TO OUR HERO THE IRON SHEIK.,589999.0,1929.0,33210.0,2009-08-25 01:59:15+00:00,https://pbs.twimg.com/profile_images/1320863459953750016/NlmHwu3b_normal.jpg,,the_ironsheik,http://www.rootsof.co/ironsheik,USA Bubba,False,,English,2025-11-08T12:58:43+00:00,The Iron Sheik,active,snscrape,
توماج صالحی🌋,زنــ زنـدگــے آزادے,808863.0,218.0,6894.0,2021-09-22 22:32:49+00:00,https://pbs.twimg.com/profile_images/1970780271566807040/uQC590sQ_normal.jpg,,OfficialToomaj,https://youtube.com/c/ToomajSalehi,iran,False,,Urdu,2025-11-08T12:58:43+00:00,Toomaj Salehi,active,snscrape,
